Reference,Habitat,Habitat2,Habitat_Type,Species,Species2,Response_Type_Communication-Behavior-Reproduction-Physiology,Song_Frequency_Low_Hz,Song_Frequency_High_Hz,Song_Loudness_low_dB,Song_Loudness_high_dB,Distance_meters_avg,Distance_meters,Independent_Variable_Standardized,Independent_Variable_more,Dependent_Variable,Dependent_Variable_Final,Sample_size_n, Effect size_numerical value,Mean,Standard_deviation,Standard_Error,High_Confidence_Interval,Low_Confidence_Interval (CI),R-square,t-value,Cohens d value_equations,"Effect Size Type - cohens_d
hedges_g
r
log_odds_ratio

or others....",Cohens d value
"Howerin HM, Foltz SL. 2023. Northeastern Naturalist","Farmland, suburban park, suburban residential, campus",Farmland,Mixed,Eastern Bluebird (Sialia sialis),Bluebird,Reproduction,NA,NA,NA,NA,NA,Nest boxes monitored across sites,Noise,"Canopy cover, human activity, noise, ALAN",Syllable length (ms),Noise,21,0.015,NA,NA,NA,-0.112,0.142,NA,NA,Pooled,Model Estimate,Pooled
"Howerin HM, Foltz SL. 2023. Northeastern Naturalist","Farmland, suburban park, suburban residential, campus",Farmland,Mixed,Tree Swallow (Tachycineta bicolor),Swallow,Reproduction,NA,NA,NA,NA,NA,Nest boxes monitored across sites,Noise,"Canopy cover, human activity, noise, ALAN",Song duration (ms),Noise,8,0.102,NA,NA,NA,-0.234,0.438,NA,NA,Pooled,Model Estimate,Pooled
"FrÃ¶hlich A, Ciach M. 2017. Ibis 160:634-646",Urban environment,Urban green spaces,Mixed,Tawny Owl (Strix aluco),Owl,Behavior,NA,NA,NA,NA,300,300 m between playback points,Environmental,"Nocturnal noise emission, Density of wintering birds",Frequency,Song Frequency/Duration,60,1.02,136.8,190.7,0.32,0.38,1.65,NA,9.91,Pooled,Estimates (+/- se),Pooled
"FrÃ¶hlich A, Ciach M. 2017. Ibis 160:634-646",Urban environment,Urban green spaces,Mixed,Tawny Owl (Strix aluco),Owl,Behavior,NA,NA,NA,NA,300,300 m between playback points,Environmental,"Area of largest wooded habitat patch, Density of wintering birds",Frequency,Song Frequency/Duration,60,-1.52,1.7,0.7,0.67,-2.84,-0.2,NA,5.13,Pooled,Estimates (+/- se),Pooled
Bahia et al.  nominate this species for deletion,Peri-urban forests,Woodland,Urban,Thorn-tailed Rayadito (Aphrastura spinicauda),Rayadito,Communication,5830,10040,NA,NA,50,50 m from road,Noise,,Fledgling Success,Song Frequency/Duration,20,-1.198,1.76,0.113,0.49,NA,NA,NA,10.591,Pooled,Estimate,Pooled
Bahia et al.  nominate this species for deletion,Peri-urban forests,Woodland,Urban,Thorn-tailed Rayadito (Aphrastura spinicauda),Rayadito,Communication,5830,10040,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,-22.032,3.39,1.18,1.31,NA,NA,NA,18.67,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,Austral Parakeet (Enicognathus ferrugineus),Parakeet,Communication,720,9740,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,-0.004,0.32,0.002,0.06,NA,NA,NA,-11.596,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,White-crested Elaenia (Elaenia albiceps),Flycatcher,Communication,3030,4860,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,0.92,3.95,0.62,0.11,NA,NA,NA,8.36,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,White-crested Elaenia (Elaenia albiceps),Flycatcher,Communication,3030,4860,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,0.941,5.8,0.081,0.13,NA,NA,NA,14.77,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,White-crested Elaenia (Elaenia albiceps),Flycatcher,Communication,3030,4860,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,-1.276,3.84,0.334,0.51,NA,NA,NA,11.56,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,White-crested Elaenia (Elaenia albiceps),Flycatcher,Communication,3930,5800,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,1.88,5.48,0.179,0.19,NA,NA,NA,-3.818,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,Green-backed Firecrown (Sephanoides sephaniodes),Hummingbird,Communication,5960,7020,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,-0.07,0.19,0.001,0.02,NA,NA,NA,-4.03,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,Green-backed Firecrown (Sephanoides sephaniodes),Hummingbird,Communication,5960,7020,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,0.038,6,0.008,0.02,NA,NA,NA,4.534,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,Green-backed Firecrown (Sephanoides sephaniodes),Hummingbird,Communication,5960,7020,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,0.029,7.02,0.014,0.02,NA,NA,NA,2.032,Pooled,Estimate,Pooled
Bahia et al. 2024. Biodiversity and Conservation,Peri-urban forests,Woodland,Urban,Green-backed Firecrown (Sephanoides sephaniodes),Hummingbird,Communication,5960,7020,NA,NA,50,50 m from road,Noise,,Frequency,Song Frequency/Duration,20,-0.036,0.11,0.002,0.01,NA,NA,NA,-13.024,Pooled,Estimate,Pooled
Budka M. 2025. Scientific Reports 15:2652,Lowland river valleys with deciduous and mixed woodlands,Woodland,Rural,Thrush Nightingale (Luscinia luscinia),Nightingale,Communication,2000,6000,84,87,NA,Speaker within territory,Control and Environmental,Treatment order,Dominant Frequency,Song Frequency/Duration,18,-0.331,NA,NA,0.1212,NA,NA,NA,-2.73,Pooled,Model-averaged estimate,Pooled
Budka M. 2025. Scientific Reports 15:2652,Lowland river valleys with deciduous and mixed woodlands,Woodland,Rural,Thrush Nightingale (Luscinia luscinia),Nightingale,Communication,2000,6000,84,87,NA,Speaker within territory,Control and Environmental,Treatment order,Intensity,Song Frequency/Duration,18,-0.037,NA,NA,0.1182,NA,NA,NA,-0.31,Pooled,Model-averaged estimate,Pooled
Budka M. 2025. Scientific Reports 15:2652,Lowland river valleys with deciduous and mixed woodlands,Woodland,Rural,Thrush Nightingale (Luscinia luscinia),Nightingale,Communication,2000,6000,84,87,NA,Speaker within territory,Control and Environmental,Treatment order,Frequency,Song Frequency/Duration,18,-0.167,NA,NA,0.1275,NA,NA,NA,-1.51,Pooled,Model-averaged estimate,Pooled
Budka M. 2025. Scientific Reports 15:2652,Lowland river valleys with deciduous and mixed woodlands,Woodland,Rural,Thrush Nightingale (Luscinia luscinia),Nightingale,Communication,2000,6000,84,87,NA,Speaker within territory,Control and Environmental,Treatment order,Frequency,Song Frequency/Duration,18,-0.199,NA,NA,0.1257,NA,NA,NA,-1.59,Pooled,Model-averaged estimate,Pooled
Budka M. 2025. Scientific Reports 15:2652,Lowland river valleys with deciduous and mixed woodlands,Woodland,Rural,Thrush Nightingale (Luscinia luscinia),Nightingale,Communication,2000,6000,84,87,NA,Speaker within territory,Control and Environmental,Treatment order,Frequency,Song Frequency/Duration,18,-0.211,0.76,NA,0.0601,NA,NA,NA,-3.51,Pooled,Model-averaged estimate,Pooled
Budka M. 2025. Scientific Reports 15:2652,Lowland river valleys with deciduous and mixed woodlands,Woodland,Rural,Thrush Nightingale (Luscinia luscinia),Nightingale,Communication,2000,6000,84,87,NA,Speaker within territory,Control and Environmental,Treatment order,Frequency,Song Frequency/Duration,18,0.182,0.76,NA,0.0599,NA,NA,NA,3.04,Pooled,Model-averaged estimate,Pooled
Budka M. 2025. Scientific Reports telecommunications,Lowland river valleys with deciduous and mixed woodlands,Woodland,Rural,Thrush Nightingale (Luscinia luscinia),Nightingale,Communication,2000,6000,84,87,NA,Speaker within territory,Control and Environmental,Treatment order,Frequency bandwidth,Song Frequency/Duration,18,-237.574,4635.14,NA,95.563,NA,NA,NA,NA,Pooled,Model-averaged estimate,Pooled
"Derryberry EP, Danner RM, Danner JE, Derryberry GE, Phillips JN, Lipshutz SE, et al. 2016. PLOS ONE",Urban sites in San Francisco,Urban city,Urban,White-crowned Sparrow (Zonotrichia leucophrys nuttalli),Sparrow,Communication,2600,NA,NA,NA,12,8-16 m,Noise,,Song bout duration (s),Song Frequency/Duration,41,954,NA,NA,186,NA,NA,NA,NA,Pooled,Hz,Pooled
"Derryberry EP, Danner RM, Danner JE, Derryberry GE, Phillips JN, Lipshutz SE, et al. 2016. PLOS ONE",Urban and rural sites in San Francisco and Marin counties,Urban to rural gradient,Mixed,White-crowned Sparrow (Zonotrichia leucophrys nuttalli),Sparrow,Communication,2600,NA,NA,NA,12,8-16 m,Noise,,Relative latency to sing post-SUN,Song Frequency/Duration,98,205,NA,NA,70,NA,NA,0.18,NA,Pooled,Hz,Pooled
"Derryberry EP, Danner RM, Danner JE, Derryberry GE, Phillips JN, Lipshutz SE, et al. 2016. PLOS ONE",Rural sites in Marin County,Rural,Rural,White-crowned Sparrow (Zonotrichia leucophrys nuttalli),Sparrow,Communication,NA,NA,NA,NA,12,8-16 m,Noise,,Relative song bout duration post-SUN,Song Frequency/Duration,42,13 Hz,NA,NA,7,NA,NA,0.09,NA,Pooled,Hz,Pooled
"FrÃ¶hlich A, Ciach M. 2017. Ibis 160:634-646",Urban environment,Urban city,Urban,Tawny Owl (Strix aluco),Owl,Communication,NA,NA,NA,NA,300,300 m between playback points,Noise,"Area of largest wooded habitat patch, Density of wintering birds",Frequency,Song Frequency/Duration,60,-1.52,1.7,0.7,0.67,-2.84,-0.2,0.342,5.13,Pooled,Estimate,Pooled
"Kunberger JM, Price TJ, Crawford C, Vestal-Laborde AA, Long AM. 2024. Ecology and Evolution",Rural bottomland hardwood forest,Woodland,Rural,Cajun Chorus Frog (Pseudacris fouquettei),,Communication,NA,NA,NA,NA,400,"200 m, 400 m, 600 m from Interstate 10",Environmental,,Peak frequency range,Song Frequency/Duration,28,-4.03,NA,NA,NA,-88.77,80.72,NA,NA,Pooled,Linear Regression Estimate,Pooled
"Kunberger JM, Price TJ, Crawford C, Vestal-Laborde AA, Long AM. 2024. Ecology and Evolution",Rural bottomland hardwood forest,Woodland,Rural,Cajun Chorus Frog (Pseudacris fouquettei),,Communication,NA,NA,NA,NA,400,"200 m, 400 m, 600 m from Interstate 10",Environmental,,Percentage of syllable types (1-2 kHz),Song Frequency/Duration,28,0.37,NA,NA,NA,0.16,0.57,NA,NA,Pooled,Generalized Linear Model,Pooled
"Kunberger JM, Price TJ, Crawford C, Vestal-Laborde AA, Long AM. 2024. Ecology and Evolution",Rural bottomland hardwood forest,Woodland,Rural,Cricket Frogs (Acris spp.),,Communication,NA,NA,NA,NA,400,"200 m, 400 m, 600 m from Interstate 10",Environmental,,Percentage of syllable types (2-3 kHz),Song Frequency/Duration,18,-97.95,NA,NA,NA,-340.49,144.6,NA,NA,Pooled,Linear Regression Estimate,Pooled
"Kunberger JM, Price TJ, Crawford C, Vestal-Laborde AA, Long AM. 2024. Ecology and Evolution",Rural bottomland hardwood forest,Woodland,Rural,Cricket Frogs (Acris spp.),,Communication,NA,NA,NA,NA,400,"200 m, 400 m, 600 m from Interstate 10",Environmental,,Percentage of syllable types (3-4 kHz),Song Frequency/Duration,18,0.27,NA,NA,NA,-0.04,0.6,NA,NA,Pooled,Generalized Linear Model,Pooled
"Kunberger JM, Price TJ, Crawford C, Vestal-Laborde AA, Long AM. 2024. Ecology and Evolution",Urban bottomland hardwood forest,Woodland,Urban,Cricket Frogs (Acris spp.),,Communication,NA,NA,NA,NA,400,"200 m, 400 m, 600 m from Interstate 10",Environmental,,Percentage of syllable types (4-5 kHz),Song Frequency/Duration,28,-114.62,NA,NA,NA,-180.51,-48.73,NA,NA,Pooled,Linear Regression Estimate,Pooled
"Kunberger JM, Price TJ, Crawford C, Vestal-Laborde AA, Long AM. 2024. Ecology and Evolution",Urban bottomland hardwood forest,Woodland,Urban,Cricket Frogs (Acris spp.),,Communication,NA,NA,NA,NA,400,"200 m, 400 m, 600 m from Interstate 10",Environmental,,Percentage of syllable types (>5 kHz),Song Frequency/Duration,28,-141.56,NA,NA,NA,-190.92,-92.19,NA,NA,Pooled,Linear Regression Estimate,Pooled
"Kunberger JM, Price TJ, Crawford C, Vestal-Laborde AA, Long AM. 2024. Ecology and Evolution",Urban bottomland hardwood forest,Woodland,Urban,Cricket Frogs (Acris spp.),,Communication,NA,NA,NA,NA,400,"200 m, 400 m, 600 m from Interstate 10",Environmental,,Frequency,Song Frequency/Duration,28,-0.42,NA,NA,NA,-0.68,-0.14,NA,NA,Pooled,Generalized Linear Model,Pooled
"Kunberger JM, Price TJ, Crawford C, Vestal-Laborde AA, Long AM. 2024. Ecology and Evolution",Urban bottomland hardwood forest,Woodland,Urban,Cricket Frogs (Acris spp.),,Communication,NA,NA,NA,NA,400,"200 m, 400 m, 600 m from Interstate 10",Control and Environmental,,Frequency,Song Frequency/Duration,28,0.01,NA,NA,NA,-0.21,0.24,NA,NA,Pooled,Generalized Linear Model,Pooled
"Matthew DA, Ivande ST, Ottosson U, Osinubi ST. 2024. Ostrich. DOI: 10.2989/00306525.2024.2310683",Urban to rural gradient,Urban to rural gradient,Mixed,Common Bulbul (Pycnonotus barbatus),Bulbul,Communication,1781,3504,NA,NA,69.9,Up to 69.9 m,Noise,Physical structure (%),Number of hatchlings,Song Frequency/Duration,45,-67.17,1722.77,NA,NA,NA,NA,NA,-1.652,Pooled,Estimate,Pooled
"Matthew DA, Ivande ST, Ottosson U, Osinubi ST. 2024. Ostrich. DOI: 10.2989/00306525.2024.2310683",Urban to rural gradient,Urban to rural gradient,Mixed,Common Bulbul (Pycnonotus barbatus),Bulbul,Communication,1781,3504,NA,NA,69.9,Up to 69.9 m,Environmental,Ambient noise level (dB),Number of fledglings,Song Frequency/Duration,45,-4.67,1722.77,NA,NA,NA,NA,NA,-2.893,Pooled,Estimate,Pooled
"Matthew DA, Ivande ST, Ottosson U, Osinubi ST. 2024. Ostrich. DOI: 10.2989/00306525.2024.2310683",Urban to rural gradient,Urban to rural gradient,Mixed,Northern Grey-headed Sparrow (Passer griseus),Sparrow,Communication,1819.15,6236.37,NA,NA,69.9,Up to 69.9 m,Noise,Physical structure (%),Box Use,Song Frequency/Duration,75,-159.26,4417.37,NA,NA,NA,NA,NA,-2.142,Pooled,Estimate,Pooled
"Matthew DA, Ivande ST, Ottosson U, Osinubi ST. 2024. Ostrich. DOI: 10.2989/00306525.2024.2310683",Urban to rural gradient,Urban to rural gradient,Mixed,Northern Grey-headed Sparrow (Passer griseus),Sparrow,Communication,1819.15,6236.37,NA,NA,69.9,Up to 69.9 m,Environmental,Ambient noise level (dB),Fledging success,Song Frequency/Duration,75,-10.803,4417.37,NA,NA,NA,NA,NA,-2.697,Pooled,Estimate,Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Clutch initiation date,Song Frequency/Duration,24,37.51 ,37.51 ,NA,NA,-14.4,84.72,NA,NA,Pooled,Mean effect in Hz,Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Clutch initiation date,Song Frequency/Duration,24,-258.0 ,-258.0 ,NA,NA,-320.3,-196.1,NA,NA,Pooled,Mean effect in Hz,Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Clutch initiation date,Song Frequency/Duration,24,-874.9 ,-874.9 ,NA,NA,-934.8,-814.7,NA,NA,Pooled,Mean effect in Hz,Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Clutch initiation date,Song Frequency/Duration,24,-69.81 ,-69.81 ,NA,NA,-129.5,-9.972,NA,NA,Pooled,Mean effect in Hz,Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Clutch size,Song Frequency/Duration,24,-0.0338 ,NA,NA,NA,-0.057,-0.010,NA,NA,Pooled,HVC Mean (in mm³),Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Clutch size,Song Frequency/Duration,24,-0.011,NA,NA,NA,-0.237,0.017,NA,NA,Pooled,HVC Mean (in mm³),Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Clutch failure,Song Frequency/Duration,10,-228.9 ,-228.9 ,NA,NA,-404.3,-54.08,NA,NA,Pooled,Mean effect in Hz,Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Partial hatch,Song Frequency/Duration,10,117.7 ,117.7 ,NA,NA,-17.65,271.1,NA,NA,Pooled,Mean effect in Hz,Pooled
"Yelimlies A, Atalas B, Önsal Ç, Akçay Ç. 2023. Ibis",Urban vs. rural,Urban to rural gradient,Mixed,Common Chaffinch (Fringilla coelebs),Chaffinch,Communication,NA,NA,NA,NA,NA,Not standardized,Noise,Ambient noise level (dB),Abundance/Richness,Song Frequency/Duration,22,-385.29,,NA,181.26,NA,NA,0.09,NA,Pooled,LMM Coefficient,Pooled
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,Area X volume,Provisioning rate (events/h),Effect on Bird,24,219.638,NA,NA,NA,NA,NA,NA,NA,,DIC score (%similarity),
"Shannon G, et al. 2016. Biological Reviews",Terrestrial,Rural,Rural,Birds (songbirds),Multiple,Physiology,NA,NA,NA,NA,NA,NA,Noise,None,Species richness,Effect on Bird,69,NA,45 dBA SPL,NA,NA,NA,NA,NA,NA,,NA,
"Shannon G, et al. 2016. Biological Reviews",Terrestrial,Rural,Rural,Terrestrial mammals,,Physiology,NA,NA,NA,NA,NA,NA,Noise,None,Abundance,Effect on Bird,69,NA,60 dBA SPL (midpoint),NA,NA,NA,NA,NA,NA,,NA,
"Shannon G, et al. 2016. Biological Reviews",Terrestrial,Rural,Rural,Terrestrial mammals,,Physiology,NA,NA,NA,NA,NA,NA,Noise,None,Abundance,Effect on Bird,69,NA,60 dBA SPL (midpoint),NA,NA,NA,NA,NA,NA,,NA,
"Huet des Aunay et al., 2014",Laboratory (sound-proof chambers),Laboratory,Other,Domestic Canary (Serinus canaria),Canary,Reproduction,2000,6000,65,65,0.2,20 cm,Noise,"Overlapping vs. alternating noise, Low vs. high-frequency A-phrase",Time until first visit (Novel object),Effect on Bird,25,NA,NA,NA,0.80 (intercept); 0.22 (high-frequency); 0.25 (noise interaction),NA,NA,NA,NA,,NA,
"Huet des Aunay et al., 2014",Laboratory (sound-proof chambers),Laboratory,Other,Domestic Canary (Serinus canaria),Canary,Reproduction,2000,6000,65,65,0.2,20 cm,Noise,None,Visitation rate (Noise playback),Effect on Bird,16,NA,NA,NA,NA,NA,NA,NA,NA,,NA,
"Raap T, Pinxten R, Casasole G, Dehnhard N, Eens M. 2017. Scientific Reports 7:2754",Suburban nest box population,Suburban nest box population,Urban,Great Tit (Parus major),Tit,Reproduction,NA,NA,50.9,52.1,NA,Measurements at nest box opening,Noise,Ambient light intensity,Flight Distance #1 (FID),Effect on Bird,67,NA,NA,NA,.6,NA,NA,Not significant for noise/light,NA,,Partial R-square,
"Raap T, Pinxten R, Casasole G, Dehnhard N, Eens M. 2017. Scientific Reports 7:2754",Suburban nest box population,Suburban nest box population,Urban,Great Tit (Parus major),Tit,Reproduction,NA,NA,53.5,55.1,NA,Measurements at nest box opening,Noise,Ambient light intensity,Likelihood of Return (FID),Effect on Bird,74,NA,NA,NA,.8,NA,NA,Not significant for noise/light,NA,,Partial R-square,
"Raap T, Pinxten R, Casasole G, Dehnhard N, Eens M. 2017. Scientific Reports 7:2754",Suburban nest box population,Suburban nest box population,Urban,Great Tit (Parus major),Tit,Reproduction,NA,NA,53.6,54.2,NA,Measurements at nest box opening,Noise,Ambient light intensity,Time Until Return (FID),Effect on Bird,84,NA,NA,NA,.8,NA,NA,Not significant for noise/light,NA,,Partial R-square,
"Raap T, Pinxten R, Casasole G, Dehnhard N, Eens M. 2017. Scientific Reports 7:2754",Suburban nest box population,Suburban nest box population,Urban,Great Tit (Parus major),Tit,Reproduction,NA,NA,52.7,53.9,NA,Measurements at nest box opening,Noise,Ambient light intensity,Flight Distance #2 (FID),Effect on Bird,79,NA,NA,NA,.8,NA,NA,Not significant for noise/light,NA,,Partial R-square,
"Potvin DA, Curcio MT, Swaddle JP, MacDougall-Shackleton SA. 2016. PeerJ",Laboratory (captive),Laboratory,Other,Zebra Finch (Taeniopygia guttata),Finch,Communication,NA,NA,NA,NA,NA,NA,Noise,,Probability of occurrence,Noise,10,NA,12.05%,NA,NA,-1.055,25.07,NA,NA,,% Sequence similarity,
Budka M. 2025. Scientific Reports 15:2652,Lowland river valleys with deciduous and mixed woodlands,Woodland,Rural,Thrush Nightingale (Luscinia luscinia),Nightingale,Communication,2000,6000,84,87,NA,Speaker within territory,Environmental,Treatment order,A-song Bandwidth - Control,Song Frequency/Duration,18,231.884,5104.598,NA,96.009,NA,NA,NA,2.415,,Model-averaged estimate,
"Deoniziak K, Osiejuk TS. 2021. PLOS ONE. https://doi.org/10.1371/journal.pone.0257074",Urban green spaces and nonurban forests,Urban green spaces,Urban,Willow Warbler (Phylloscopus trochilus),Warbler,Communication,3000 ,6000 ,NA,NA,12.5,10-15 m,Mating,"Presence of other singing males, day in season",Frequency,Song Frequency/Duration,41,3.993,NA,NA,5.24,-6.278,14.264,NA,NA,,Model-averaged estimate,
Nelson-Olivieri et al. 2023. Nature Ecology & Evolution,Urban,Urban city,Urban,Urban Wildlife,Multiple,Communication,NA,NA,NA,NA,NA,NA,Environmental,None,Nestling quality (scaled mass),Song Frequency/Duration,83,NA,40,NA,NA,38,42,NA,NA,,NA,
"Nordt A, Klenke R (2013) PLoS ONE 8(8): e71476",Urban city center,Urban city,Urban,European Blackbird (Turdus merula),Blackbird,Communication,NA,NA,NA,NA,10,10 m (song post identification),Environmental,"Noise, Lunar phase, Temperature, Cloud cover, Julian date",Female sexual responsiveness (CSD),Song Frequency/Duration,597,NA,Up to 331 min earlier than forest,NA,NA,NA,NA,Akaike weight: 0.40,NA,,NA,
"Nordt A, Klenke R (2013) PLoS ONE 8(8): e71476",Urban park and forest,Urban green spaces,Urban,European Blackbird (Turdus merula),Blackbird,Communication,NA,NA,NA,NA,10,10 m (song post identification),Environmental,"Noise, Lamp density, Temperature, Cloud cover, Julian date",Fledging mass,Song Frequency/Duration,597,NA,59.8 min before sunrise (forest),NA,25.5 min (forest),NA,NA,Akaike weight: 0.47,NA,,NA,
"Nordt A, Klenke R (2013) PLoS ONE 8(8): e71476",Urban city center (C2 site),Urban city,Urban,European Blackbird (Turdus merula),Blackbird,Communication,NA,NA,NA,NA,10,10 m (song post identification),Environmental,"Daylight saving time change, Weekday",Fledging mass,Song Frequency/Duration,NA,NA,217.7 min (intercept),NA,7.5 min (intercept),NA,NA,NA,NA,,NA,
Parris & Schneider 2009 - Impacts of Traffic Noise on Birds of Roadside Habitats,"Roadside habitats on the Mornington Peninsula, southeastern Australia",Road,Urban,Grey Shrike-thrush (Colluricincla harmonica),Shrike,Communication,2750,4000,NA,NA,NA,NA,Noise,,Fledging mass,Song Frequency/Duration,27,14.2,5.81,4.31,NA,-2.5,14.5,NA,NA,,Frequency Shift,
Parris & Schneider 2009 - Impacts of Traffic Noise on Birds of Roadside Habitats,"Roadside habitats on the Mornington Peninsula, southeastern Australia",Road,Urban,Grey Fantail (Rhipidura fuliginosa),Fantail,Communication,4350,7500,NA,NA,NA,NA,Noise,,Fledging mass,Song Frequency/Duration,22,.25,0.265,4.2,NA,-8.1,8.53,NA,NA,,Frequency Shift,
"Shannon G, et al. 2016. Biological Reviews",Terrestrial,Rural,Mixed,Birds (songbirds),Multiple,Communication,NA,NA,NA,NA,NA,NA,Noise,None,Abundance/Richness,Song Frequency/Duration,69,NA,45 dBA SPL,NA,NA,NA,NA,NA,NA,,NA,
"Shannon G, et al. 2016. Biological Reviews",Terrestrial,Rural,Mixed,Anurans,,Communication,NA,NA,NA,NA,NA,NA,Noise,None,Abundance/Richness,Song Frequency/Duration,69,NA,60 dBA SPL,NA,NA,NA,NA,NA,NA,,NA,
"Shannon G, et al. 2016. Biological Reviews",Aquatic,Aquatic,Other,Marine mammals,,Communication,NA,NA,NA,NA,NA,NA,Noise,None,Abundance/Richness,Song Frequency/Duration,62,NA,NA,NA,NA,NA,NA,NA,NA,,NA,
,,,,,,,2306.435167,,71.81666667,74.37857143,,,Categorized Independent,Specific independent,Abundance/Richness,,,,,,,,,,,,,
,,,,,,,2306.435167,5941.361093,71.81666667,74.37857143,,,,,Abundance/Richness,,,,,,,,,,,,,
,,,,,,,2271.900531,,,,,,,,Abundance/Richness,,,,,,,,,,,,,
,,,,,,,2271.900531,5933.334232,71.81666667,74.37857143,,,,,Abundance/Richness,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Abundance/Richness,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Abundance/Richness,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Abundance/Richness,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Abundance/Richness,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Abundance/Richness,,,,,,,,,,,,,
Study name,Specific Habitat,Categorized Habitat,Generalized Habitat,Species name,Categorized species,Generalized dependent variable,,,,,,,Categorized Independent,Specific independent,Specific Dependent,Catgorized Dependent,,,,,,,,,,,,
